customerId,transactionDate,amount,currency,sourceChannel,externalTransactionId
customer-0047,2026-04-07T01:22:00.000Z,247.58,GBP,email,
customer-0048,2026-04-07T01:29:00.000Z,248.59,UAH,pos,
customer-0049,2026-04-07T01:36:00.000Z,249.60,USD,web,ext-001248
customer-0050,2026-04-07T01:43:00.000Z,250.61,EUR,mobile,
customer-0051,2026-04-07T01:50:00.000Z,251.62,GBP,email,
customer-0052,2026-04-07T01:57:00.000Z,252.63,UAH,pos,ext-001251
customer-0053,2026-04-07T02:04:00.000Z,253.64,USD,web,
customer-0054,2026-04-07T02:11:00.000Z,254.65,EUR,mobile,
customer-0055,2026-04-07T02:18:00.000Z,255.66,GBP,email,ext-001254
customer-0056,2026-04-07T02:25:00.000Z,256.67,UAH,pos,
customer-0057,2026-04-07T02:32:00.000Z,257.68,USD,web,
customer-0058,2026-04-07T02:39:00.000Z,258.69,EUR,mobile,ext-001257
customer-0059,2026-04-07T02:46:00.000Z,259.70,GBP,email,
customer-0060,2026-04-07T02:53:00.000Z,260.71,UAH,pos,
customer-0061,2026-04-07T03:00:00.000Z,261.72,USD,web,ext-001260
customer-0062,2026-04-07T03:07:00.000Z,262.73,EUR,mobile,
customer-0063,2026-04-07T03:14:00.000Z,263.74,GBP,email,
customer-0064,2026-04-07T03:21:00.000Z,264.75,UAH,pos,ext-001263
customer-0065,2026-04-07T03:28:00.000Z,265.76,USD,web,
customer-0066,2026-04-07T03:35:00.000Z,266.77,EUR,mobile,
customer-0067,2026-04-07T03:42:00.000Z,267.78,GBP,email,ext-001266
customer-0068,2026-04-07T03:49:00.000Z,268.79,UAH,pos,
customer-0069,2026-04-07T03:56:00.000Z,269.80,USD,web,
customer-0070,2026-04-07T04:03:00.000Z,270.81,EUR,mobile,ext-001269
customer-0071,2026-04-07T04:10:00.000Z,271.82,GBP,email,
customer-0072,2026-04-07T04:17:00.000Z,272.83,UAH,pos,
customer-0073,2026-04-07T04:24:00.000Z,273.84,USD,web,ext-001272
customer-0074,2026-04-07T04:31:00.000Z,274.85,EUR,mobile,
customer-0075,2026-04-07T04:38:00.000Z,275.86,GBP,email,
customer-0076,2026-04-07T04:45:00.000Z,276.87,UAH,pos,ext-001275
customer-0077,2026-04-07T04:52:00.000Z,277.88,USD,web,
customer-0078,2026-04-07T04:59:00.000Z,278.89,EUR,mobile,
customer-0079,2026-04-07T05:06:00.000Z,279.90,GBP,email,ext-001278
customer-0080,2026-04-07T05:13:00.000Z,280.91,UAH,pos,
customer-0081,2026-04-07T05:20:00.000Z,281.92,USD,web,
customer-0082,2026-04-07T05:27:00.000Z,282.93,EUR,mobile,ext-001281
customer-0083,2026-04-07T05:34:00.000Z,283.94,GBP,email,
customer-0084,2026-04-07T05:41:00.000Z,284.95,UAH,pos,
customer-0085,2026-04-07T05:48:00.000Z,285.96,USD,web,ext-001284
customer-0086,2026-04-07T05:55:00.000Z,286.97,EUR,mobile,
customer-0087,2026-04-07T06:02:00.000Z,287.98,GBP,email,
customer-0088,2026-04-07T06:09:00.000Z,288.00,UAH,pos,ext-001287
customer-0089,2026-04-07T06:16:00.000Z,289.01,USD,web,
customer-0090,2026-04-07T06:23:00.000Z,290.02,EUR,mobile,
customer-0091,2026-04-07T06:30:00.000Z,291.03,GBP,email,ext-001290
customer-0092,2026-04-07T06:37:00.000Z,292.04,UAH,pos,
customer-0093,2026-04-07T06:44:00.000Z,293.05,USD,web,
customer-0094,2026-04-07T06:51:00.000Z,294.06,EUR,mobile,ext-001293
customer-0095,2026-04-07T06:58:00.000Z,295.07,GBP,email,
customer-0096,2026-04-07T07:05:00.000Z,296.08,UAH,pos,
customer-0097,2026-04-07T07:12:00.000Z,297.09,USD,web,ext-001296
customer-0098,2026-04-07T07:19:00.000Z,298.10,EUR,mobile,
customer-0099,2026-04-07T07:26:00.000Z,299.11,GBP,email,
customer-0100,2026-04-07T07:33:00.000Z,300.12,UAH,pos,ext-001299
customer-0101,2026-04-07T07:40:00.000Z,301.13,USD,web,
customer-0102,2026-04-07T07:47:00.000Z,302.14,EUR,mobile,
customer-0103,2026-04-07T07:54:00.000Z,303.15,GBP,email,ext-001302
customer-0104,2026-04-07T08:01:00.000Z,304.16,UAH,pos,
customer-0105,2026-04-07T08:08:00.000Z,305.17,USD,web,
customer-0106,2026-04-07T08:15:00.000Z,306.18,EUR,mobile,ext-001305
customer-0107,2026-04-07T08:22:00.000Z,307.19,GBP,email,
customer-0108,2026-04-07T08:29:00.000Z,308.20,UAH,pos,
customer-0109,2026-04-07T08:36:00.000Z,309.21,USD,web,ext-001308
customer-0110,2026-04-07T08:43:00.000Z,310.22,EUR,mobile,
customer-0111,2026-04-07T08:50:00.000Z,311.23,GBP,email,
customer-0112,2026-04-07T08:57:00.000Z,312.24,UAH,pos,ext-001311
customer-0113,2026-04-07T09:04:00.000Z,313.25,USD,web,
customer-0114,2026-04-07T09:11:00.000Z,314.26,EUR,mobile,
customer-0115,2026-04-07T09:18:00.000Z,315.27,GBP,email,ext-001314
customer-0116,2026-04-07T09:25:00.000Z,316.28,UAH,pos,
customer-0117,2026-04-07T09:32:00.000Z,317.29,USD,web,
customer-0118,2026-04-07T09:39:00.000Z,318.30,EUR,mobile,ext-001317
customer-0119,2026-04-07T09:46:00.000Z,319.31,GBP,email,
customer-0120,2026-04-07T09:53:00.000Z,320.32,UAH,pos,
customer-0121,2026-04-07T10:00:00.000Z,321.33,USD,web,ext-001320
customer-0122,2026-04-07T10:07:00.000Z,322.34,EUR,mobile,
customer-0123,2026-04-07T10:14:00.000Z,323.35,GBP,email,
customer-0124,2026-04-07T10:21:00.000Z,324.36,UAH,pos,ext-001323
customer-0125,2026-04-07T10:28:00.000Z,325.37,USD,web,
customer-0126,2026-04-07T10:35:00.000Z,326.38,EUR,mobile,
customer-0127,2026-04-07T10:42:00.000Z,327.39,GBP,email,ext-001326
customer-0128,2026-04-07T10:49:00.000Z,328.40,UAH,pos,
customer-0129,2026-04-07T10:56:00.000Z,329.41,USD,web,
customer-0130,2026-04-07T11:03:00.000Z,330.42,EUR,mobile,ext-001329
customer-0131,2026-04-07T11:10:00.000Z,331.43,GBP,email,
customer-0132,2026-04-07T11:17:00.000Z,332.44,UAH,pos,
customer-0133,2026-04-07T11:24:00.000Z,333.45,USD,web,ext-001332
customer-0134,2026-04-07T11:31:00.000Z,334.46,EUR,mobile,
customer-0135,2026-04-07T11:38:00.000Z,335.47,GBP,email,
customer-0136,2026-04-07T11:45:00.000Z,336.48,UAH,pos,ext-001335
customer-0137,2026-04-07T11:52:00.000Z,337.49,USD,web,
customer-0138,2026-04-07T11:59:00.000Z,338.50,EUR,mobile,
customer-0139,2026-04-07T12:06:00.000Z,339.51,GBP,email,ext-001338
customer-0140,2026-04-07T12:13:00.000Z,340.52,UAH,pos,
customer-0141,2026-04-07T12:20:00.000Z,341.53,USD,web,
customer-0142,2026-04-07T12:27:00.000Z,342.54,EUR,mobile,ext-001341
customer-0143,2026-04-07T12:34:00.000Z,343.55,GBP,email,
customer-0144,2026-04-07T12:41:00.000Z,344.56,UAH,pos,
customer-0145,2026-04-07T12:48:00.000Z,345.57,USD,web,ext-001344
customer-0146,2026-04-07T12:55:00.000Z,346.58,EUR,mobile,
customer-0147,2026-04-07T13:02:00.000Z,347.59,GBP,email,
customer-0148,2026-04-07T13:09:00.000Z,348.60,UAH,pos,ext-001347
customer-0149,2026-04-07T13:16:00.000Z,349.61,USD,web,
customer-0150,2026-04-07T13:23:00.000Z,350.62,EUR,mobile,
customer-0151,2026-04-07T13:30:00.000Z,351.63,GBP,email,ext-001350
customer-0152,2026-04-07T13:37:00.000Z,352.64,UAH,pos,
customer-0153,2026-04-07T13:44:00.000Z,353.65,USD,web,
customer-0154,2026-04-07T13:51:00.000Z,354.66,EUR,mobile,ext-001353
customer-0155,2026-04-07T13:58:00.000Z,355.67,GBP,email,
customer-0156,2026-04-07T14:05:00.000Z,356.68,UAH,pos,
customer-0157,2026-04-07T14:12:00.000Z,357.69,USD,web,ext-001356
customer-0158,2026-04-07T14:19:00.000Z,358.70,EUR,mobile,
customer-0159,2026-04-07T14:26:00.000Z,359.71,GBP,email,
customer-0160,2026-04-07T14:33:00.000Z,360.72,UAH,pos,ext-001359
customer-0161,2026-04-07T14:40:00.000Z,361.73,USD,web,
customer-0162,2026-04-07T14:47:00.000Z,362.74,EUR,mobile,
customer-0163,2026-04-07T14:54:00.000Z,363.75,GBP,email,ext-001362
customer-0164,2026-04-07T15:01:00.000Z,364.76,UAH,pos,
customer-0165,2026-04-07T15:08:00.000Z,365.77,USD,web,
customer-0166,2026-04-07T15:15:00.000Z,366.78,EUR,mobile,ext-001365
customer-0167,2026-04-07T15:22:00.000Z,367.79,GBP,email,
customer-0168,2026-04-07T15:29:00.000Z,368.80,UAH,pos,
customer-0169,2026-04-07T15:36:00.000Z,369.81,USD,web,ext-001368
customer-0170,2026-04-07T15:43:00.000Z,370.82,EUR,mobile,
customer-0171,2026-04-07T15:50:00.000Z,371.83,GBP,email,
customer-0172,2026-04-07T15:57:00.000Z,372.84,UAH,pos,ext-001371
customer-0173,2026-04-07T16:04:00.000Z,373.85,USD,web,
customer-0174,2026-04-07T16:11:00.000Z,374.86,EUR,mobile,
customer-0175,2026-04-07T16:18:00.000Z,375.87,GBP,email,ext-001374
customer-0176,2026-04-07T16:25:00.000Z,376.88,UAH,pos,
customer-0177,2026-04-07T16:32:00.000Z,377.89,USD,web,
customer-0178,2026-04-07T16:39:00.000Z,378.90,EUR,mobile,ext-001377
customer-0179,2026-04-07T16:46:00.000Z,379.91,GBP,email,
customer-0180,2026-04-07T16:53:00.000Z,380.92,UAH,pos,
customer-0181,2026-04-07T17:00:00.000Z,381.93,USD,web,ext-001380
customer-0182,2026-04-07T17:07:00.000Z,382.94,EUR,mobile,
customer-0183,2026-04-07T17:14:00.000Z,383.95,GBP,email,
customer-0184,2026-04-07T17:21:00.000Z,384.96,UAH,pos,ext-001383
customer-0185,2026-04-07T17:28:00.000Z,385.97,USD,web,
customer-0186,2026-04-07T17:35:00.000Z,386.98,EUR,mobile,
customer-0187,2026-04-07T17:42:00.000Z,387.00,GBP,email,ext-001386
customer-0188,2026-04-07T17:49:00.000Z,388.01,UAH,pos,
customer-0189,2026-04-07T17:56:00.000Z,389.02,USD,web,
customer-0190,2026-04-07T18:03:00.000Z,390.03,EUR,mobile,ext-001389
customer-0191,2026-04-07T18:10:00.000Z,391.04,GBP,email,
customer-0192,2026-04-07T18:17:00.000Z,392.05,UAH,pos,
customer-0193,2026-04-07T18:24:00.000Z,393.06,USD,web,ext-001392
customer-0194,2026-04-07T18:31:00.000Z,394.07,EUR,mobile,
customer-0195,2026-04-07T18:38:00.000Z,395.08,GBP,email,
customer-0196,2026-04-07T18:45:00.000Z,396.09,UAH,pos,ext-001395
customer-0197,2026-04-07T18:52:00.000Z,397.10,USD,web,
customer-0198,2026-04-07T18:59:00.000Z,398.11,EUR,mobile,
customer-0199,2026-04-07T19:06:00.000Z,399.12,GBP,email,ext-001398
customer-0200,2026-04-07T19:13:00.000Z,400.13,UAH,pos,
customer-0201,2026-04-07T19:20:00.000Z,401.14,USD,web,
customer-0202,2026-04-07T19:27:00.000Z,402.15,EUR,mobile,ext-001401
customer-0203,2026-04-07T19:34:00.000Z,403.16,GBP,email,
customer-0204,2026-04-07T19:41:00.000Z,404.17,UAH,pos,
customer-0205,2026-04-07T19:48:00.000Z,405.18,USD,web,ext-001404
customer-0206,2026-04-07T19:55:00.000Z,406.19,EUR,mobile,
customer-0207,2026-04-07T20:02:00.000Z,407.20,GBP,email,
customer-0208,2026-04-07T20:09:00.000Z,408.21,UAH,pos,ext-001407
customer-0209,2026-04-07T20:16:00.000Z,409.22,USD,web,
customer-0210,2026-04-07T20:23:00.000Z,410.23,EUR,mobile,
customer-0211,2026-04-07T20:30:00.000Z,411.24,GBP,email,ext-001410
customer-0212,2026-04-07T20:37:00.000Z,412.25,UAH,pos,
customer-0213,2026-04-07T20:44:00.000Z,413.26,USD,web,
customer-0214,2026-04-07T20:51:00.000Z,414.27,EUR,mobile,ext-001413
customer-0215,2026-04-07T20:58:00.000Z,415.28,GBP,email,
customer-0216,2026-04-07T21:05:00.000Z,416.29,UAH,pos,
customer-0217,2026-04-07T21:12:00.000Z,417.30,USD,web,ext-001416
customer-0218,2026-04-07T21:19:00.000Z,418.31,EUR,mobile,
customer-0219,2026-04-07T21:26:00.000Z,419.32,GBP,email,
customer-0220,2026-04-07T21:33:00.000Z,420.33,UAH,pos,ext-001419
customer-0221,2026-04-07T21:40:00.000Z,421.34,USD,web,
customer-0222,2026-04-07T21:47:00.000Z,422.35,EUR,mobile,
customer-0223,2026-04-07T21:54:00.000Z,423.36,GBP,email,ext-001422
customer-0224,2026-04-07T22:01:00.000Z,424.37,UAH,pos,
customer-0225,2026-04-07T22:08:00.000Z,425.38,USD,web,
customer-0226,2026-04-07T22:15:00.000Z,426.39,EUR,mobile,ext-001425
customer-0227,2026-04-07T22:22:00.000Z,427.40,GBP,email,
customer-0228,2026-04-07T22:29:00.000Z,428.41,UAH,pos,
customer-0229,2026-04-07T22:36:00.000Z,429.42,USD,web,ext-001428
customer-0230,2026-04-07T22:43:00.000Z,430.43,EUR,mobile,
customer-0231,2026-04-07T22:50:00.000Z,431.44,GBP,email,
customer-0232,2026-04-07T22:57:00.000Z,432.45,UAH,pos,ext-001431
customer-0233,2026-04-07T23:04:00.000Z,433.46,USD,web,
customer-0234,2026-04-07T23:11:00.000Z,434.47,EUR,mobile,
customer-0235,2026-04-07T23:18:00.000Z,435.48,GBP,email,ext-001434
customer-0236,2026-04-07T23:25:00.000Z,436.49,UAH,pos,
customer-0237,2026-04-07T23:32:00.000Z,437.50,USD,web,
customer-0238,2026-04-07T23:39:00.000Z,438.51,EUR,mobile,ext-001437
customer-0239,2026-04-07T23:46:00.000Z,439.52,GBP,email,
customer-0240,2026-04-07T23:53:00.000Z,440.53,UAH,pos,
customer-0241,2026-04-08T00:00:00.000Z,441.54,USD,web,ext-001440
customer-0242,2026-04-08T00:07:00.000Z,442.55,EUR,mobile,
customer-0243,2026-04-08T00:14:00.000Z,443.56,GBP,email,
customer-0244,2026-04-08T00:21:00.000Z,444.57,UAH,pos,ext-001443
customer-0245,2026-04-08T00:28:00.000Z,445.58,USD,web,
customer-0246,2026-04-08T00:35:00.000Z,446.59,EUR,mobile,
customer-0247,2026-04-08T00:42:00.000Z,447.60,GBP,email,ext-001446
customer-0248,2026-04-08T00:49:00.000Z,448.61,UAH,pos,
customer-0249,2026-04-08T00:56:00.000Z,449.62,USD,web,
customer-0250,2026-04-08T01:03:00.000Z,450.63,EUR,mobile,ext-001449
customer-0251,2026-04-08T01:10:00.000Z,451.64,GBP,email,
customer-0252,2026-04-08T01:17:00.000Z,452.65,UAH,pos,
customer-0253,2026-04-08T01:24:00.000Z,453.66,USD,web,ext-001452
customer-0254,2026-04-08T01:31:00.000Z,454.67,EUR,mobile,
customer-0255,2026-04-08T01:38:00.000Z,455.68,GBP,email,
customer-0256,2026-04-08T01:45:00.000Z,456.69,UAH,pos,ext-001455
customer-0257,2026-04-08T01:52:00.000Z,457.70,USD,web,
customer-0258,2026-04-08T01:59:00.000Z,458.71,EUR,mobile,
customer-0259,2026-04-08T02:06:00.000Z,459.72,GBP,email,ext-001458
customer-0260,2026-04-08T02:13:00.000Z,460.73,UAH,pos,
customer-0261,2026-04-08T02:20:00.000Z,461.74,USD,web,
customer-0262,2026-04-08T02:27:00.000Z,462.75,EUR,mobile,ext-001461
customer-0263,2026-04-08T02:34:00.000Z,463.76,GBP,email,
customer-0264,2026-04-08T02:41:00.000Z,464.77,UAH,pos,
customer-0265,2026-04-08T02:48:00.000Z,465.78,USD,web,ext-001464
customer-0266,2026-04-08T02:55:00.000Z,466.79,EUR,mobile,
customer-0267,2026-04-08T03:02:00.000Z,467.80,GBP,email,
customer-0268,2026-04-08T03:09:00.000Z,468.81,UAH,pos,ext-001467
customer-0269,2026-04-08T03:16:00.000Z,469.82,USD,web,
customer-0270,2026-04-08T03:23:00.000Z,470.83,EUR,mobile,
customer-0271,2026-04-08T03:30:00.000Z,471.84,GBP,email,ext-001470
customer-0272,2026-04-08T03:37:00.000Z,472.85,UAH,pos,
customer-0273,2026-04-08T03:44:00.000Z,473.86,USD,web,
customer-0274,2026-04-08T03:51:00.000Z,474.87,EUR,mobile,ext-001473
customer-0275,2026-04-08T03:58:00.000Z,475.88,GBP,email,
customer-0276,2026-04-08T04:05:00.000Z,476.89,UAH,pos,
customer-0277,2026-04-08T04:12:00.000Z,477.90,USD,web,ext-001476
customer-0278,2026-04-08T04:19:00.000Z,478.91,EUR,mobile,
customer-0279,2026-04-08T04:26:00.000Z,479.92,GBP,email,
customer-0280,2026-04-08T04:33:00.000Z,480.93,UAH,pos,ext-001479
customer-0281,2026-04-08T04:40:00.000Z,481.94,USD,web,
customer-0282,2026-04-08T04:47:00.000Z,482.95,EUR,mobile,
customer-0283,2026-04-08T04:54:00.000Z,483.96,GBP,email,ext-001482
customer-0284,2026-04-08T05:01:00.000Z,484.97,UAH,pos,
customer-0285,2026-04-08T05:08:00.000Z,485.98,USD,web,
customer-0286,2026-04-08T05:15:00.000Z,486.00,EUR,mobile,ext-001485
customer-0287,2026-04-08T05:22:00.000Z,487.01,GBP,email,
customer-0288,2026-04-08T05:29:00.000Z,488.02,UAH,pos,
customer-0289,2026-04-08T05:36:00.000Z,489.03,USD,web,ext-001488
customer-0290,2026-04-08T05:43:00.000Z,490.04,EUR,mobile,
customer-0291,2026-04-08T05:50:00.000Z,491.05,GBP,email,
customer-0292,2026-04-08T05:57:00.000Z,492.06,UAH,pos,ext-001491
customer-0293,2026-04-08T06:04:00.000Z,493.07,USD,web,
customer-0294,2026-04-08T06:11:00.000Z,494.08,EUR,mobile,
customer-0295,2026-04-08T06:18:00.000Z,495.09,GBP,email,ext-001494
customer-0296,2026-04-08T06:25:00.000Z,496.10,UAH,pos,
customer-0297,2026-04-08T06:32:00.000Z,497.11,USD,web,
customer-0298,2026-04-08T06:39:00.000Z,498.12,EUR,mobile,ext-001497
customer-0299,2026-04-08T06:46:00.000Z,499.13,GBP,email,
customer-0300,2026-04-08T06:53:00.000Z,500.14,UAH,pos,
customer-0301,2026-04-08T07:00:00.000Z,1.15,USD,web,ext-001500
customer-0302,2026-04-08T07:07:00.000Z,2.16,EUR,mobile,
customer-0303,2026-04-08T07:14:00.000Z,3.17,GBP,email,
customer-0304,2026-04-08T07:21:00.000Z,4.18,UAH,pos,ext-001503
customer-0305,2026-04-08T07:28:00.000Z,5.19,USD,web,
customer-0306,2026-04-08T07:35:00.000Z,6.20,EUR,mobile,
customer-0307,2026-04-08T07:42:00.000Z,7.21,GBP,email,ext-001506
customer-0308,2026-04-08T07:49:00.000Z,8.22,UAH,pos,
customer-0309,2026-04-08T07:56:00.000Z,9.23,USD,web,
customer-0310,2026-04-08T08:03:00.000Z,10.24,EUR,mobile,ext-001509
customer-0311,2026-04-08T08:10:00.000Z,11.25,GBP,email,
customer-0312,2026-04-08T08:17:00.000Z,12.26,UAH,pos,
customer-0313,2026-04-08T08:24:00.000Z,13.27,USD,web,ext-001512
customer-0314,2026-04-08T08:31:00.000Z,14.28,EUR,mobile,
customer-0315,2026-04-08T08:38:00.000Z,15.29,GBP,email,
customer-0316,2026-04-08T08:45:00.000Z,16.30,UAH,pos,ext-001515
customer-0317,2026-04-08T08:52:00.000Z,17.31,USD,web,
customer-0318,2026-04-08T08:59:00.000Z,18.32,EUR,mobile,
customer-0319,2026-04-08T09:06:00.000Z,19.33,GBP,email,ext-001518
customer-0320,2026-04-08T09:13:00.000Z,20.34,UAH,pos,
customer-0321,2026-04-08T09:20:00.000Z,21.35,USD,web,
customer-0322,2026-04-08T09:27:00.000Z,22.36,EUR,mobile,ext-001521
customer-0323,2026-04-08T09:34:00.000Z,23.37,GBP,email,
customer-0324,2026-04-08T09:41:00.000Z,24.38,UAH,pos,
customer-0325,2026-04-08T09:48:00.000Z,25.39,USD,web,ext-001524
customer-0326,2026-04-08T09:55:00.000Z,26.40,EUR,mobile,
customer-0327,2026-04-08T10:02:00.000Z,27.41,GBP,email,
customer-0328,2026-04-08T10:09:00.000Z,28.42,UAH,pos,ext-001527
customer-0329,2026-04-08T10:16:00.000Z,29.43,USD,web,
customer-0330,2026-04-08T10:23:00.000Z,30.44,EUR,mobile,
customer-0331,2026-04-08T10:30:00.000Z,31.45,GBP,email,ext-001530
customer-0332,2026-04-08T10:37:00.000Z,32.46,UAH,pos,
customer-0333,2026-04-08T10:44:00.000Z,33.47,USD,web,
customer-0334,2026-04-08T10:51:00.000Z,34.48,EUR,mobile,ext-001533
customer-0335,2026-04-08T10:58:00.000Z,35.49,GBP,email,
customer-0336,2026-04-08T11:05:00.000Z,36.50,UAH,pos,
customer-0337,2026-04-08T11:12:00.000Z,37.51,USD,web,ext-001536
customer-0338,2026-04-08T11:19:00.000Z,38.52,EUR,mobile,
customer-0339,2026-04-08T11:26:00.000Z,39.53,GBP,email,
customer-0340,2026-04-08T11:33:00.000Z,40.54,UAH,pos,ext-001539
customer-0341,2026-04-08T11:40:00.000Z,41.55,USD,web,
customer-0342,2026-04-08T11:47:00.000Z,42.56,EUR,mobile,
customer-0343,2026-04-08T11:54:00.000Z,43.57,GBP,email,ext-001542
customer-0344,2026-04-08T12:01:00.000Z,44.58,UAH,pos,
customer-0345,2026-04-08T12:08:00.000Z,45.59,USD,web,
customer-0346,2026-04-08T12:15:00.000Z,46.60,EUR,mobile,ext-001545
customer-0347,2026-04-08T12:22:00.000Z,47.61,GBP,email,
customer-0348,2026-04-08T12:29:00.000Z,48.62,UAH,pos,
customer-0349,2026-04-08T12:36:00.000Z,49.63,USD,web,ext-001548
customer-0350,2026-04-08T12:43:00.000Z,50.64,EUR,mobile,
customer-0351,2026-04-08T12:50:00.000Z,51.65,GBP,email,
customer-0352,2026-04-08T12:57:00.000Z,52.66,UAH,pos,ext-001551
customer-0353,2026-04-08T13:04:00.000Z,53.67,USD,web,
customer-0354,2026-04-08T13:11:00.000Z,54.68,EUR,mobile,
customer-0355,2026-04-08T13:18:00.000Z,55.69,GBP,email,ext-001554
customer-0356,2026-04-08T13:25:00.000Z,56.70,UAH,pos,
customer-0357,2026-04-08T13:32:00.000Z,57.71,USD,web,
customer-0358,2026-04-08T13:39:00.000Z,58.72,EUR,mobile,ext-001557
customer-0359,2026-04-08T13:46:00.000Z,59.73,GBP,email,
customer-0360,2026-04-08T13:53:00.000Z,60.74,UAH,pos,
customer-0361,2026-04-08T14:00:00.000Z,61.75,USD,web,ext-001560
customer-0362,2026-04-08T14:07:00.000Z,62.76,EUR,mobile,
customer-0363,2026-04-08T14:14:00.000Z,63.77,GBP,email,
customer-0364,2026-04-08T14:21:00.000Z,64.78,UAH,pos,ext-001563
customer-0365,2026-04-08T14:28:00.000Z,65.79,USD,web,
customer-0366,2026-04-08T14:35:00.000Z,66.80,EUR,mobile,
customer-0367,2026-04-08T14:42:00.000Z,67.81,GBP,email,ext-001566
customer-0368,2026-04-08T14:49:00.000Z,68.82,UAH,pos,
customer-0369,2026-04-08T14:56:00.000Z,69.83,USD,web,
customer-0370,2026-04-08T15:03:00.000Z,70.84,EUR,mobile,ext-001569
customer-0371,2026-04-08T15:10:00.000Z,71.85,GBP,email,
customer-0372,2026-04-08T15:17:00.000Z,72.86,UAH,pos,
customer-0373,2026-04-08T15:24:00.000Z,73.87,USD,web,ext-001572
customer-0374,2026-04-08T15:31:00.000Z,74.88,EUR,mobile,
customer-0375,2026-04-08T15:38:00.000Z,75.89,GBP,email,
customer-0376,2026-04-08T15:45:00.000Z,76.90,UAH,pos,ext-001575
customer-0377,2026-04-08T15:52:00.000Z,77.91,USD,web,
customer-0378,2026-04-08T15:59:00.000Z,78.92,EUR,mobile,
customer-0379,2026-04-08T16:06:00.000Z,79.93,GBP,email,ext-001578
customer-0380,2026-04-08T16:13:00.000Z,80.94,UAH,pos,
customer-0381,2026-04-08T16:20:00.000Z,81.95,USD,web,
customer-0382,2026-04-08T16:27:00.000Z,82.96,EUR,mobile,ext-001581
customer-0383,2026-04-08T16:34:00.000Z,83.97,GBP,email,
customer-0384,2026-04-08T16:41:00.000Z,84.98,UAH,pos,
customer-0385,2026-04-08T16:48:00.000Z,85.00,USD,web,ext-001584
customer-0386,2026-04-08T16:55:00.000Z,86.01,EUR,mobile,
customer-0387,2026-04-08T17:02:00.000Z,87.02,GBP,email,
customer-0388,2026-04-08T17:09:00.000Z,88.03,UAH,pos,ext-001587
customer-0389,2026-04-08T17:16:00.000Z,89.04,USD,web,
customer-0390,2026-04-08T17:23:00.000Z,90.05,EUR,mobile,
customer-0391,2026-04-08T17:30:00.000Z,91.06,GBP,email,ext-001590
customer-0392,2026-04-08T17:37:00.000Z,92.07,UAH,pos,
customer-0393,2026-04-08T17:44:00.000Z,93.08,USD,web,
customer-0394,2026-04-08T17:51:00.000Z,94.09,EUR,mobile,ext-001593
customer-0395,2026-04-08T17:58:00.000Z,95.10,GBP,email,
customer-0396,2026-04-08T18:05:00.000Z,96.11,UAH,pos,
customer-0397,2026-04-08T18:12:00.000Z,97.12,USD,web,ext-001596
customer-0398,2026-04-08T18:19:00.000Z,98.13,EUR,mobile,
customer-0399,2026-04-08T18:26:00.000Z,99.14,GBP,email,
customer-0400,2026-04-08T18:33:00.000Z,100.15,UAH,pos,ext-001599
customer-0401,2026-04-08T18:40:00.000Z,101.16,USD,web,
customer-0402,2026-04-08T18:47:00.000Z,102.17,EUR,mobile,
customer-0403,2026-04-08T18:54:00.000Z,103.18,GBP,email,ext-001602
customer-0404,2026-04-08T19:01:00.000Z,104.19,UAH,pos,
customer-0405,2026-04-08T19:08:00.000Z,105.20,USD,web,
customer-0406,2026-04-08T19:15:00.000Z,106.21,EUR,mobile,ext-001605
customer-0407,2026-04-08T19:22:00.000Z,107.22,GBP,email,
customer-0408,2026-04-08T19:29:00.000Z,108.23,UAH,pos,
customer-0409,2026-04-08T19:36:00.000Z,109.24,USD,web,ext-001608
customer-0410,2026-04-08T19:43:00.000Z,110.25,EUR,mobile,
customer-0411,2026-04-08T19:50:00.000Z,111.26,GBP,email,
customer-0412,2026-04-08T19:57:00.000Z,112.27,UAH,pos,ext-001611
customer-0413,2026-04-08T20:04:00.000Z,113.28,USD,web,
customer-0414,2026-04-08T20:11:00.000Z,114.29,EUR,mobile,
customer-0415,2026-04-08T20:18:00.000Z,115.30,GBP,email,ext-001614
customer-0416,2026-04-08T20:25:00.000Z,116.31,UAH,pos,
customer-0417,2026-04-08T20:32:00.000Z,117.32,USD,web,
customer-0418,2026-04-08T20:39:00.000Z,118.33,EUR,mobile,ext-001617
customer-0419,2026-04-08T20:46:00.000Z,119.34,GBP,email,
customer-0420,2026-04-08T20:53:00.000Z,120.35,UAH,pos,
customer-0421,2026-04-08T21:00:00.000Z,121.36,USD,web,ext-001620
customer-0422,2026-04-08T21:07:00.000Z,122.37,EUR,mobile,
customer-0423,2026-04-08T21:14:00.000Z,123.38,GBP,email,
customer-0424,2026-04-08T21:21:00.000Z,124.39,UAH,pos,ext-001623
customer-0425,2026-04-08T21:28:00.000Z,125.40,USD,web,
customer-0426,2026-04-08T21:35:00.000Z,126.41,EUR,mobile,
customer-0427,2026-04-08T21:42:00.000Z,127.42,GBP,email,ext-001626
customer-0428,2026-04-08T21:49:00.000Z,128.43,UAH,pos,
customer-0429,2026-04-08T21:56:00.000Z,129.44,USD,web,
customer-0430,2026-04-08T22:03:00.000Z,130.45,EUR,mobile,ext-001629
customer-0431,2026-04-08T22:10:00.000Z,131.46,GBP,email,
customer-0432,2026-04-08T22:17:00.000Z,132.47,UAH,pos,
